product_name,product_description,product_category,price,source,category_url
BRANÄS,"Basket, rattan, 12 ½x13 ½x12 ½ """,IKEA,24.99,IKEA,https://www.ikea.com/us/en/cat/storage-boxes-baskets-10550/
DRÖNA,"Box, black/patterned, 13x15x13 """,IKEA,4.99,IKEA,https://www.ikea.com/us/en/cat/storage-boxes-baskets-10550/
KUGGIS,"Box with lid, black-blue, 10 ¼x13 ¾x6 """,IKEA,14.99,IKEA,https://www.ikea.com/us/en/cat/storage-boxes-baskets-10550/
UPPDATERA,"Box, gray-blue, 9 1/2x6 3/4 """,IKEA,3.99,IKEA,https://www.ikea.com/us/en/cat/storage-boxes-baskets-10550/
PÄRKLA,"Storage case, 21 ¾x19 ¼x7 ½ """,IKEA,1.99,IKEA,https://www.ikea.com/us/en/cat/storage-boxes-baskets-10550/
KNIPSA,"Basket, seagrass, 12 ½x13x12 ½ """,IKEA,29.99,IKEA,https://www.ikea.com/us/en/cat/storage-boxes-baskets-10550/
KUGGIS,"Storage box with lid, white, 12 ½x12 ½x12 ½ """,IKEA,29.99,IKEA,https://www.ikea.com/us/en/cat/storage-boxes-baskets-10550/
LUSTIGKURRE,"Basket, natural water hyacinth/seagrass, 12 ½x13x12 ½ """,IKEA,24.99,IKEA,https://www.ikea.com/us/en/cat/storage-boxes-baskets-10550/
VATTENTRÅG,"Box with lid, 12 ½x9x4 """,IKEA,0.89,IKEA,https://www.ikea.com/us/en/cat/storage-boxes-baskets-10550/
NOJIG,"Organizer, plastic/beige, 7 ¾x9 ¾x4 """,IKEA,0.99,IKEA,https://www.ikea.com/us/en/cat/storage-boxes-baskets-10550/
KUGGIS,"Box with lid, white, 14 ½x21 ¼x8 ¼ """,IKEA,24.99,IKEA,https://www.ikea.com/us/en/cat/storage-boxes-baskets-10550/
GNABBAS,"Basket, 12 ½x13 ¾x12 ½ """,IKEA,14.99,IKEA,https://www.ikea.com/us/en/cat/storage-boxes-baskets-10550/
UPPDATERA,"Box, green, 9 ½x6 ¾ """,IKEA,1.99,IKEA,https://www.ikea.com/us/en/cat/storage-boxes-baskets-10550/
DRÖNA,"Box, white, 9 ¾x13 ¾x9 ¾ """,IKEA,3.99,IKEA,https://www.ikea.com/us/en/cat/storage-boxes-baskets-10550/
UPPDATERA,"Storage box, light bamboo, 9 ½x12 ½x6 """,IKEA,17.99,IKEA,https://www.ikea.com/us/en/cat/storage-boxes-baskets-10550/
FLÅDIS,"Basket, seagrass, 9 7/8 """,IKEA,17.99,IKEA,https://www.ikea.com/us/en/cat/storage-boxes-baskets-10550/
RISATORP,"Wire basket, white, 9 ¾x10 ¼x7 """,IKEA,14.99,IKEA,https://www.ikea.com/us/en/cat/storage-boxes-baskets-10550/
TÄTING,"Basket, banana leaves/natural, 13 ¾x9 ¾x9 ¾ """,IKEA,17.99,IKEA,https://www.ikea.com/us/en/cat/storage-boxes-baskets-10550/
TROFAST,"Mesh storage box, light red, 16 1/2x11 3/4x9 """,IKEA,12.0,IKEA,https://www.ikea.com/us/en/cat/storage-boxes-baskets-10550/
FJÄDERHARV,"Mini chest with 2 drawers, white, 12 ½x9 ¾ """,IKEA,17.99,IKEA,https://www.ikea.com/us/en/cat/storage-boxes-baskets-10550/
DRÖNA,"Box, set of 3, blue, 7x9 ¾x6 """,IKEA,7.99,IKEA,https://www.ikea.com/us/en/cat/storage-boxes-baskets-10550/
LABBSAL,"Basket, handmade water hyacinth, 12 ½x13 ½x12 ½ """,IKEA,27.99,IKEA,https://www.ikea.com/us/en/cat/storage-boxes-baskets-10550/
MÄVINN,"Basket, beige/jute handmade, 11 ¾x11 ¾x13 ¾ """,IKEA,19.99,IKEA,https://www.ikea.com/us/en/cat/storage-boxes-baskets-10550/
JÄGMÄSTARE,"Basket, 9 ¾x13 ¾x7 ¾ """,IKEA,9.99,IKEA,https://www.ikea.com/us/en/cat/storage-boxes-baskets-10550/
FRIHETEN,"Sleeper sectional,3 seat w/storage, Skiftebo dark gray",IKEA,999.0,IKEA,https://www.ikea.com/us/en/cat/sleeper-sofas-10663/
GRUNNARP,"Sleeper sofa, Gunnared beige",IKEA,999.0,IKEA,https://www.ikea.com/us/en/cat/sleeper-sofas-10663/
SKÖNABÄCK,"Sleeper sofa, Knisa dark gray",IKEA,499.0,IKEA,https://www.ikea.com/us/en/cat/sleeper-sofas-10663/
ÄLVDALEN,"Sleeper sofa, Knisa dark gray",IKEA,499.0,IKEA,https://www.ikea.com/us/en/cat/sleeper-sofas-10663/
FRIHETEN,"Sleeper sofa, Skiftebo dark gray",IKEA,899.0,IKEA,https://www.ikea.com/us/en/cat/sleeper-sofas-10663/
FRIDHULT,"Sleeper sofa, Skiftebo yellow",IKEA,349.0,IKEA,https://www.ikea.com/us/en/cat/sleeper-sofas-10663/
ÄLVDALEN,"3-seat sleeper sofa with chaise, Knisa dark gray",IKEA,599.0,IKEA,https://www.ikea.com/us/en/cat/sleeper-sofas-10663/
UTÅKER,"Stackable bed, pine, Twin",IKEA,149.0,IKEA,https://www.ikea.com/us/en/cat/sleeper-sofas-10663/
BALKARP,"Sleeper sofa, Vissle gray",IKEA,349.0,IKEA,https://www.ikea.com/us/en/cat/sleeper-sofas-10663/
LYCKSELE LÖVÅS,"Sleeper sofa, Ransta natural",IKEA,499.0,IKEA,https://www.ikea.com/us/en/cat/sleeper-sofas-10663/
VRETSTORP,"Sleeper sofa, Hakebo dark gray",IKEA,999.0,IKEA,https://www.ikea.com/us/en/cat/sleeper-sofas-10663/
HEMNES,"Daybed frame with 3 drawers, gray-green, Twin",IKEA,399.0,IKEA,https://www.ikea.com/us/en/cat/sleeper-sofas-10663/
LINDÅKRA,"Sleeper sofa, Vissle dark gray",IKEA,599.0,IKEA,https://www.ikea.com/us/en/cat/sleeper-sofas-10663/
BRIMNES,"Daybed with 2 drawers/2 mattresses, white/Ågotnes firm, Twin",IKEA,457.0,IKEA,https://www.ikea.com/us/en/cat/sleeper-sofas-10663/
KIVIK,"1-seat sleeper sofa, Tresund light beige",IKEA,699.0,IKEA,https://www.ikea.com/us/en/cat/sleeper-sofas-10663/
KALERUM,"Handle, brass color, 5 7/16 """,IKEA,10.0,IKEA,https://www.ikea.com/us/en/cat/cabinet-knobs-handles-pulls-16298/
KALLRÖR,"Handle, stainless steel, 8 3/8 """,IKEA,12.0,IKEA,https://www.ikea.com/us/en/cat/cabinet-knobs-handles-pulls-16298/
NYDALA,"Handle, black, 6 1/16 """,IKEA,12.0,IKEA,https://www.ikea.com/us/en/cat/cabinet-knobs-handles-pulls-16298/
KALERUM,"Knob, brass color, 1 3/16 """,IKEA,6.0,IKEA,https://www.ikea.com/us/en/cat/cabinet-knobs-handles-pulls-16298/
BILLSBRO,"Handle, white, 1 9/16 """,IKEA,7.0,IKEA,https://www.ikea.com/us/en/cat/cabinet-knobs-handles-pulls-16298/
BORGHAMN,"Handle, 6 11/16 """,IKEA,17.0,IKEA,https://www.ikea.com/us/en/cat/cabinet-knobs-handles-pulls-16298/
BAGGANÄS,"Handle, black, 5 5/8 """,IKEA,9.0,IKEA,https://www.ikea.com/us/en/cat/cabinet-knobs-handles-pulls-16298/
BILLSBRO,"Handle, white, 12 """,IKEA,13.0,IKEA,https://www.ikea.com/us/en/cat/cabinet-knobs-handles-pulls-16298/
BAGGANÄS,"Knob, brass color, 13/16 """,IKEA,7.0,IKEA,https://www.ikea.com/us/en/cat/cabinet-knobs-handles-pulls-16298/
ENERYDA,"Knob, brass color, 1 1/16 """,IKEA,8.0,IKEA,https://www.ikea.com/us/en/cat/cabinet-knobs-handles-pulls-16298/
DRAGSMARK,"Clip-on handle, white, 1 9/16 """,IKEA,4.0,IKEA,https://www.ikea.com/us/en/cat/cabinet-knobs-handles-pulls-16298/
BILLSBRO,"Handle, anthracite, 21 """,IKEA,18.0,IKEA,https://www.ikea.com/us/en/cat/cabinet-knobs-handles-pulls-16298/
ENERYDA,"Cup cabinet pull, brass color, 3 1/2 """,IKEA,12.0,IKEA,https://www.ikea.com/us/en/cat/cabinet-knobs-handles-pulls-16298/
ENERYDA,"Handle, brass color, 4 7/16 """,IKEA,12.0,IKEA,https://www.ikea.com/us/en/cat/cabinet-knobs-handles-pulls-16298/
BAGGANÄS,"Handle, brass color, 13 3/16 """,IKEA,13.0,IKEA,https://www.ikea.com/us/en/cat/cabinet-knobs-handles-pulls-16298/
HACKÅS,"Knob, anthracite, 9/16 """,IKEA,7.0,IKEA,https://www.ikea.com/us/en/cat/cabinet-knobs-handles-pulls-16298/
BILLSBRO,"Handle, stainless steel color, 15 """,IKEA,15.0,IKEA,https://www.ikea.com/us/en/cat/cabinet-knobs-handles-pulls-16298/
KALERUM,"Handle, stainless steel color, 10 1/2 """,IKEA,16.0,IKEA,https://www.ikea.com/us/en/cat/cabinet-knobs-handles-pulls-16298/
VINNÄSET,"Knob, 1 7/16 """,IKEA,12.0,IKEA,https://www.ikea.com/us/en/cat/cabinet-knobs-handles-pulls-16298/
HACKÅS,"Handle, anthracite, 3 15/16 """,IKEA,10.0,IKEA,https://www.ikea.com/us/en/cat/cabinet-knobs-handles-pulls-16298/
BORGHAMN,"Handle, 16 3/4 """,IKEA,22.0,IKEA,https://www.ikea.com/us/en/cat/cabinet-knobs-handles-pulls-16298/
BEGRIPA,"Handle, yellow/half-round, 5 1/8 """,IKEA,8.0,IKEA,https://www.ikea.com/us/en/cat/cabinet-knobs-handles-pulls-16298/
TÄRNESTAD,"Knob, oak, 11/16 """,IKEA,7.0,IKEA,https://www.ikea.com/us/en/cat/cabinet-knobs-handles-pulls-16298/
SKRUVSHULT,"Knob, anthracite, 1 """,IKEA,7.0,IKEA,https://www.ikea.com/us/en/cat/cabinet-knobs-handles-pulls-16298/
KOLBJÖRN,"Cabinet, indoor/outdoor, beige, 31 1/2x31 7/8 """,IKEA,169.99,IKEA,https://www.ikea.com/us/en/cat/outdoor-organizing-21958/
RUNMARÖ,"Cabinet with doors, dark gray indoor/outdoor, 31 1/2x17 3/8x71 5/8 """,IKEA,189.99,IKEA,https://www.ikea.com/us/en/cat/outdoor-organizing-21958/
HYLLIS,"Shelf unit, indoor/outdoor, 23 5/8x10 5/8x29 1/8 """,IKEA,22.99,IKEA,https://www.ikea.com/us/en/cat/outdoor-organizing-21958/
NÄMMARÖ,"Storage box, light brown stained indoor/outdoor, 31 1/2x15 3/4x17 3/4 """,IKEA,125.0,IKEA,https://www.ikea.com/us/en/cat/outdoor-organizing-21958/
KOLBJÖRN,"Cabinet, indoor/outdoor, beige, 31 1/2x63 3/8 """,IKEA,339.98,IKEA,https://www.ikea.com/us/en/cat/outdoor-organizing-21958/
RUNMARÖ,"Cabinet with doors, dark gray indoor/outdoor, 31 1/2x17 3/8x39 3/8 """,IKEA,119.99,IKEA,https://www.ikea.com/us/en/cat/outdoor-organizing-21958/
SUNDSÖ,"Cabinet, anthracite outdoor/indoor, 23 5/8x13 3/4x33 7/8 """,IKEA,119.99,IKEA,https://www.ikea.com/us/en/cat/outdoor-organizing-21958/
VÄTTERSÖ,"Storage box, outdoor, dark gray, 61 3/8x28 3/8x31 1/8 """,IKEA,229.99,IKEA,https://www.ikea.com/us/en/cat/outdoor-organizing-21958/
KOLBJÖRN,"Cabinet, indoor/outdoor, beige, 35x63 """,IKEA,299.99,IKEA,https://www.ikea.com/us/en/cat/outdoor-organizing-21958/
NÄMMARÖ,"Storage box and privacy screen, outdoor/light brown stained, 31 1/2x26 3/4x55 1/8 """,IKEA,244.99,IKEA,https://www.ikea.com/us/en/cat/outdoor-organizing-21958/
KOLBJÖRN,"Shelving unit with cabinet, beige, 31 1/2x14 5/8x63 3/8 """,IKEA,299.99,IKEA,https://www.ikea.com/us/en/cat/outdoor-organizing-21958/
KOLBJÖRN,"Cabinet, beige outdoor/indoor, 35x63 """,IKEA,349.99,IKEA,https://www.ikea.com/us/en/cat/outdoor-organizing-21958/
KOLBJÖRN,"Shelf unit, indoor/outdoor, beige, 31 1/2x31 7/8 """,IKEA,130.0,IKEA,https://www.ikea.com/us/en/cat/outdoor-organizing-21958/
HYLLIS,"Shelf unit, indoor/outdoor, 70 7/8x10 5/8x29 1/8-55 1/8 """,IKEA,75.97,IKEA,https://www.ikea.com/us/en/cat/outdoor-organizing-21958/
RUNMARÖ,"Shelf unit, dark gray indoor/outdoor, 23 5/8x11 3/4x52 3/8 """,IKEA,34.99,IKEA,https://www.ikea.com/us/en/cat/outdoor-organizing-21958/
NÄMMARÖ,"Shelving unit, outdoor, light brown stained, 32 7/8x29 1/2 """,IKEA,159.99,IKEA,https://www.ikea.com/us/en/cat/outdoor-organizing-21958/
VÄTTERSÖ,"Storage box, outdoor, dark gray, 30 3/4x28 3/8x31 1/8 """,IKEA,199.99,IKEA,https://www.ikea.com/us/en/cat/outdoor-organizing-21958/
LÄCKÖ,"Shelving unit, outdoor, gray, 24x63 """,IKEA,129.99,IKEA,https://www.ikea.com/us/en/cat/outdoor-organizing-21958/
BOLMSÖ,"Dog bed, outdoor dark gray",IKEA,149.99,IKEA,https://www.ikea.com/us/en/cat/outdoor-organizing-21958/
KOLBJÖRN,"Shelving unit with 2 cabinets, beige, 63 3/8x14 5/8x63 3/8 """,IKEA,599.98,IKEA,https://www.ikea.com/us/en/cat/outdoor-organizing-21958/
LÅGASKÄR,"Coffee table, outdoor, beige",IKEA,99.99,IKEA,https://www.ikea.com/us/en/cat/outdoor-organizing-21958/
LÄCKÖ,"Shelf unit, gray outdoor/indoor, 36 1/4x29 7/8 """,IKEA,69.99,IKEA,https://www.ikea.com/us/en/cat/outdoor-organizing-21958/
RUNMARÖ,"Shelf unit, dark gray indoor/outdoor, 35 3/8x15 3/4x71 5/8 """,IKEA,99.99,IKEA,https://www.ikea.com/us/en/cat/outdoor-organizing-21958/
KOLBJÖRN,"Shelving unit with 2 cabinets, beige/outdoor indoor, 67 3/8x14 5/8x63 3/8 """,IKEA,649.98,IKEA,https://www.ikea.com/us/en/cat/outdoor-organizing-21958/
UTSÅDD,"Place mat for food bowl, gray-green, 13x19 5/8 """,IKEA,1.99,IKEA,https://www.ikea.com/us/en/cat/dogs-39570/
UTSÅDD,"Pet blanket, green, 39 ¼x59 """,IKEA,19.99,IKEA,https://www.ikea.com/us/en/cat/dogs-39570/
UTSÅDD,"Pet bed, light gray, M",IKEA,29.99,IKEA,https://www.ikea.com/us/en/cat/dogs-39570/
UTSÅDD,"Dog bed, rattan, 31 ½x19 ¾x7 ¾ """,IKEA,89.99,IKEA,https://www.ikea.com/us/en/cat/dogs-39570/
UTSÅDD,"Snuffle mat for dog, blue",IKEA,24.99,IKEA,https://www.ikea.com/us/en/cat/dogs-39570/
UTSÅDD,"Pet bowl, stripe pattern black-blue/gray-blue, 4 ½ """,IKEA,4.99,IKEA,https://www.ikea.com/us/en/cat/dogs-39570/
UTSÅDD,"Dog bed, light gray, M",IKEA,59.99,IKEA,https://www.ikea.com/us/en/cat/dogs-39570/
BOLMSÖ,"Dog bed, outdoor dark gray",IKEA,149.99,IKEA,https://www.ikea.com/us/en/cat/dogs-39570/
UTSÅDD,"Pet cushion, blue, 13x15 """,IKEA,4.99,IKEA,https://www.ikea.com/us/en/cat/dogs-39570/
UTSÅDD,"Dog toy, food and treat hide/gray-green",IKEA,14.99,IKEA,https://www.ikea.com/us/en/cat/dogs-39570/
UTSÅDD,"Dog toy, gray-blue",IKEA,8.99,IKEA,https://www.ikea.com/us/en/cat/dogs-39570/
UTSÅDD,"Soft toy for dog, yellow",IKEA,3.99,IKEA,https://www.ikea.com/us/en/cat/dogs-39570/
UTSÅDD,"Soft toy for dog, blue",IKEA,4.99,IKEA,https://www.ikea.com/us/en/cat/dogs-39570/
SILL DILL,"Marinated herring with dill, 9 oz",IKEA,2.99,IKEA,https://www.ikea.com/us/en/cat/fish-seafood-25214/
SILL SENAP,"Marinated herring w mustard sauce, 9 oz",IKEA,3.49,IKEA,https://www.ikea.com/us/en/cat/fish-seafood-25214/
SJÖRAPPORT,"Cold smoked salmon, ASC certified frozen, 7 oz",IKEA,10.99,IKEA,https://www.ikea.com/us/en/cat/fish-seafood-25214/
SJÖRAPPORT,"Peeled shrimp, MSC certified frozen, 9 oz",IKEA,8.99,IKEA,https://www.ikea.com/us/en/cat/fish-seafood-25214/
SJÖRAPPORT,"Cured salmon, ASC certified frozen, 7 oz",IKEA,10.99,IKEA,https://www.ikea.com/us/en/cat/fish-seafood-25214/
SJÖRAPPORT,"Cured cold smoked salmon, ASC certified frozen, 7 oz",IKEA,10.99,IKEA,https://www.ikea.com/us/en/cat/fish-seafood-25214/
VINTERSAGA,"Mulled fruit drink, 25 oz",IKEA,5.99,IKEA,https://www.ikea.com/us/en/cat/beverages-25211/
VINTERSAGA,"Festive drink, 17 oz",IKEA,1.5,IKEA,https://www.ikea.com/us/en/cat/beverages-25211/
DRYCK BUBBEL PÄRON,"Sparkling drink, pear, 25 oz",IKEA,5.99,IKEA,https://www.ikea.com/us/en/cat/beverages-25211/
DRYCK BUBBEL ÄPPLE & LINGON,"Sparkling drink, apple/lingonberry, 25 oz",IKEA,5.49,IKEA,https://www.ikea.com/us/en/cat/beverages-25211/
DRYCK LINGON,"Lingonberry syrup, 17 oz",IKEA,5.49,IKEA,https://www.ikea.com/us/en/cat/beverages-25211/
DRYCK FLÄDER,"Elderflower syrup, 17 oz",IKEA,5.49,IKEA,https://www.ikea.com/us/en/cat/beverages-25211/
DRYCK BLÅBÄR,"Blueberry syrup, 17 oz",IKEA,5.49,IKEA,https://www.ikea.com/us/en/cat/beverages-25211/
LÅNGLUR,"Fruit smoothie, red/added vitamin C, 7 oz",IKEA,2.49,IKEA,https://www.ikea.com/us/en/cat/beverages-25211/
LÅNGLUR,"Fruit- and vegetable smoothie, green/added vitamin C, 11 oz",IKEA,3.99,IKEA,https://www.ikea.com/us/en/cat/beverages-25211/
LÅNGLUR,"Fruit- and vegetable smoothie, yellow/added vitamin C, 7 oz",IKEA,2.49,IKEA,https://www.ikea.com/us/en/cat/beverages-25211/
FLÖJT,"Black tea, Rainforest Alliance Certified, 0 lb",IKEA,4.99,IKEA,https://www.ikea.com/us/en/cat/beverages-25211/
LÅNGLUR,"Fruit- and vegetable smoothie, orange/added vitamin C, 11 oz",IKEA,3.99,IKEA,https://www.ikea.com/us/en/cat/beverages-25211/
FLÖJT,"Green tea, Rainforest Alliance Certified, 1 oz",IKEA,4.99,IKEA,https://www.ikea.com/us/en/cat/beverages-25211/
DYTÅG,"Curtains, 1 pair, white/with heading tape, 57x98 """,IKEA,89.99,IKEA,https://www.ikea.com/us/en/cat/light-filtering-curtains-700220/
RITVA,"Curtains with tie-backs, 1 pair, white/with heading tape, 57x98 """,IKEA,39.99,IKEA,https://www.ikea.com/us/en/cat/light-filtering-curtains-700220/
GINSTMOTT,"Curtains, 1 pair, beige/with heading tape, 57x84 """,IKEA,24.99,IKEA,https://www.ikea.com/us/en/cat/light-filtering-curtains-700220/
RITVA,"Curtains with tie-backs, 1 pair, white/with heading tape, 57x118 """,IKEA,59.99,IKEA,https://www.ikea.com/us/en/cat/light-filtering-curtains-700220/
BYMOTT,"Curtains, 1 pair, white/light gray stripe/with heading tape, 47x98 """,IKEA,9.99,IKEA,https://www.ikea.com/us/en/cat/light-filtering-curtains-700220/
LENDA,"Curtains with tie-backs, 1 pair, off-white/with heading tape, 55x98 """,IKEA,44.99,IKEA,https://www.ikea.com/us/en/cat/light-filtering-curtains-700220/
GINSTMOTT,"Curtains, 1 pair, beige/with eyelets, 57x98 """,IKEA,29.99,IKEA,https://www.ikea.com/us/en/cat/light-filtering-curtains-700220/
RITVA,"Curtains with tie-backs, 1 pair, white/with heading tape, 57x65 """,IKEA,24.99,IKEA,https://www.ikea.com/us/en/cat/light-filtering-curtains-700220/
VILDPERSILJA,"Curtains, 1 pair, black-green multicolor/floral pattern with heading tape, 57x98 """,IKEA,59.99,IKEA,https://www.ikea.com/us/en/cat/light-filtering-curtains-700220/
LENDA,"Curtains with tie-backs, 1 pair, off-white/with heading tape, 55x84 """,IKEA,39.99,IKEA,https://www.ikea.com/us/en/cat/light-filtering-curtains-700220/
RITVA,"Curtains with tie-backs, 1 pair, white/with heading tape, 57x84 """,IKEA,34.99,IKEA,https://www.ikea.com/us/en/cat/light-filtering-curtains-700220/
TIBAST,"Curtains, 1 pair, white/with heading tape, 57x98 """,IKEA,49.99,IKEA,https://www.ikea.com/us/en/cat/light-filtering-curtains-700220/
MÄSTERROT,"Curtains, 1 pair, white white/grid with heading tape, 57x98 """,IKEA,19.99,IKEA,https://www.ikea.com/us/en/cat/light-filtering-curtains-700220/
SANELA,"Curtains, 1 pair, light beige/with heading tape, 55x98 """,IKEA,89.99,IKEA,https://www.ikea.com/us/en/cat/light-filtering-curtains-700220/
MÄSTERROT,"Curtains, 1 pair, beige/white dot pattern/with heading tape, 57x98 """,IKEA,19.99,IKEA,https://www.ikea.com/us/en/cat/light-filtering-curtains-700220/
STOCKHOLM 2025,"Curtains, 1 pair, black multicolor/with heading tape, 57x98 """,IKEA,99.99,IKEA,https://www.ikea.com/us/en/cat/light-filtering-curtains-700220/
STOCKHOLM 2025,"Curtains, 1 pair, white/black/with heading tape, 57x98 """,IKEA,99.99,IKEA,https://www.ikea.com/us/en/cat/light-filtering-curtains-700220/
HILJA,"Curtains, 1 pair, gray/with heading tape, 57x98 ½ """,IKEA,19.99,IKEA,https://www.ikea.com/us/en/cat/light-filtering-curtains-700220/
FJÄDERMOTT,"Curtains, 1 pair, white/gray/with heading tape, 57x98 """,IKEA,34.99,IKEA,https://www.ikea.com/us/en/cat/light-filtering-curtains-700220/
SNÖRUTA,"Curtains, 1 pair, light grey-beige white/floral pattern with heading tape, 57x98 """,IKEA,29.99,IKEA,https://www.ikea.com/us/en/cat/light-filtering-curtains-700220/
SANELA,"Curtains, 1 pair, dark gray-turquoise/with heading tape, 55x84 """,IKEA,84.99,IKEA,https://www.ikea.com/us/en/cat/light-filtering-curtains-700220/
TRYSTÄVMAL,"Curtains, 1 pair, dark blue/white/floral pattern with heading tape, 57x98 """,IKEA,44.99,IKEA,https://www.ikea.com/us/en/cat/light-filtering-curtains-700220/
LEN,"Curtains with tie-backs, 1 pair, dotted/white, 47x98 """,IKEA,17.99,IKEA,https://www.ikea.com/us/en/cat/light-filtering-curtains-700220/
HANNALILL,"Curtains, 1 pair, blue-gray, 57x98 """,IKEA,24.99,IKEA,https://www.ikea.com/us/en/cat/light-filtering-curtains-700220/
BEKRÄFTA,"Curtain rod set, brass color, 47 ¼-82 ¾ 1 1/8 """,IKEA,24.99,IKEA,https://www.ikea.com/us/en/cat/curtain-rods-18892/
RÄCKA / HUGAD,"Double curtain rod combination, black, 82 5/8-151 5/8 """,IKEA,38.5,IKEA,https://www.ikea.com/us/en/cat/curtain-rods-18892/
HUGAD,"Curtain rod, black, 83-152 """,IKEA,12.0,IKEA,https://www.ikea.com/us/en/cat/curtain-rods-18892/
RÄCKA,"Curtain rod combination, black, 47 1/4-82 5/8 """,IKEA,15.0,IKEA,https://www.ikea.com/us/en/cat/curtain-rods-18892/
RÄCKA,"Curtain rod, black, 28-47 """,IKEA,4.0,IKEA,https://www.ikea.com/us/en/cat/curtain-rods-18892/
BEKRÄFTA,"Double curtain rod set, nickel plated, 47 ¼-82 ¾ 3/4 """,IKEA,39.99,IKEA,https://www.ikea.com/us/en/cat/curtain-rods-18892/
RÄCKA,"Curtain rod, black, 83-152 """,IKEA,10.0,IKEA,https://www.ikea.com/us/en/cat/curtain-rods-18892/
PRAKTSTENÖRT,"Curtain rod set, black, 47 ¼-82 ¾ 1 1/8 """,IKEA,29.99,IKEA,https://www.ikea.com/us/en/cat/curtain-rods-18892/
RÄCKA / HUGAD,"Double curtain rod combination, black, 47 1/4-82 5/8 """,IKEA,31.5,IKEA,https://www.ikea.com/us/en/cat/curtain-rods-18892/
IRJA,"Curtain rod set, white, 55 """,IKEA,2.99,IKEA,https://www.ikea.com/us/en/cat/curtain-rods-18892/
RÄCKA,"Curtain rod, black, 47-83 """,IKEA,7.0,IKEA,https://www.ikea.com/us/en/cat/curtain-rods-18892/
HUGAD,"Curtain rod, black, 47-83 """,IKEA,8.0,IKEA,https://www.ikea.com/us/en/cat/curtain-rods-18892/
RÄCKA / HUGAD,"Triple curtain rod combination, black, 82 5/8-151 5/8 """,IKEA,61.0,IKEA,https://www.ikea.com/us/en/cat/curtain-rods-18892/
FJÄDRANDE,"Curtain rod, white, 27 ½-47 ¼ """,IKEA,6.99,IKEA,https://www.ikea.com/us/en/cat/curtain-rods-18892/
BEKRÄFTA,"Curtain rod set, yellow, 47 ¼-82 ¾ 3/4 """,IKEA,13.0,IKEA,https://www.ikea.com/us/en/cat/curtain-rods-18892/
RÄCKA / HUGAD,"Triple curtain rod combination, black, 47 1/4-82 5/8 """,IKEA,44.5,IKEA,https://www.ikea.com/us/en/cat/curtain-rods-18892/
HOPPVALS,"Cellular blind, white, 34x64 """,IKEA,39.99,IKEA,https://www.ikea.com/us/en/cat/pleated-cellular-blinds-700225/
SCHOTTIS,"Pleated shade, white, 35 ½x74 ¾ """,IKEA,4.99,IKEA,https://www.ikea.com/us/en/cat/pleated-cellular-blinds-700225/
TRIPPEVALS,"Black-out cellular blind, white, 34x76 ¾ """,IKEA,69.99,IKEA,https://www.ikea.com/us/en/cat/pleated-cellular-blinds-700225/
HORNVALLMO,"Pleated shade, white/top-down bottom-up, 34x51 ¼ """,IKEA,39.99,IKEA,https://www.ikea.com/us/en/cat/pleated-cellular-blinds-700225/
HOPPVALS,"Room darkening cellular blind, gray, 34x64 """,IKEA,39.99,IKEA,https://www.ikea.com/us/en/cat/pleated-cellular-blinds-700225/
HOPPVALS,"Cellular blind, white, 27x64 """,IKEA,32.99,IKEA,https://www.ikea.com/us/en/cat/pleated-cellular-blinds-700225/
HOPPVALS,"Cellular blind, white, 30x64 """,IKEA,34.99,IKEA,https://www.ikea.com/us/en/cat/pleated-cellular-blinds-700225/
HOPPVALS,"Cellular blind, white, 48x64 """,IKEA,49.99,IKEA,https://www.ikea.com/us/en/cat/pleated-cellular-blinds-700225/
HOPPVALS,"Cellular blind, white, 23x64 """,IKEA,29.99,IKEA,https://www.ikea.com/us/en/cat/pleated-cellular-blinds-700225/
HOPPVALS,"Cellular blind, white, 36x64 """,IKEA,42.99,IKEA,https://www.ikea.com/us/en/cat/pleated-cellular-blinds-700225/
HOPPVALS,"Cellular blind, white, 38x64 """,IKEA,44.99,IKEA,https://www.ikea.com/us/en/cat/pleated-cellular-blinds-700225/
HOPPVALS,"Cellular blind, white, 32x64 """,IKEA,37.99,IKEA,https://www.ikea.com/us/en/cat/pleated-cellular-blinds-700225/
SCHOTTIS,"Black-out pleated blind, dark gray, 39 ¼x74 ¾ """,IKEA,5.99,IKEA,https://www.ikea.com/us/en/cat/pleated-cellular-blinds-700225/
TRIPPEVALS,"Black-out cellular blind, white, 30x76 ¾ """,IKEA,64.99,IKEA,https://www.ikea.com/us/en/cat/pleated-cellular-blinds-700225/
HORNVALLMO,"Pleated shade, white/top-down bottom-up, 23x51 ¼ """,IKEA,29.99,IKEA,https://www.ikea.com/us/en/cat/pleated-cellular-blinds-700225/
HOPPVALS,"Room darkening cellular blind, gray, 27x64 """,IKEA,32.99,IKEA,https://www.ikea.com/us/en/cat/pleated-cellular-blinds-700225/
HOPPVALS,"Room darkening cellular blind, gray, 48x64 """,IKEA,49.99,IKEA,https://www.ikea.com/us/en/cat/pleated-cellular-blinds-700225/
HOPPVALS,"Room darkening cellular blind, gray, 30x64 """,IKEA,34.99,IKEA,https://www.ikea.com/us/en/cat/pleated-cellular-blinds-700225/
